125897013;Doosan
125897030;TUI
125897356;O2
125900189;Collins Books
125900937;Target
125900942;Lorna Jane
125900948;Petstock
127271101;DCF - Digital Commerce Factory
127271167;RC - Design review
127271186;RC - Architecture review
129212789;Krones AG
129213778;Europa Möbel-Verbund
129990695;Payback GmbH
129992025;Haba + Jako-o
129992080;Palfinger AG, Salzburg
131236065;Hofer KG - PCM B2B & B2C
131236128;Sika Informationssysteme AG
131237688;Morgan B2B
131238590;3M Global
131242164;Kaiser + Kraft Europe GmbH
131242627;RC - hybris production installation
134807791;Vente Privee
134813624;Coop - Interdiscount
134813663;Holy Fashion Group – Strellson AG
134813682;Möbel Pfister AG
134813693;PKZ Burger-Kehl & Co. AG – thelook.com
134813701;Hilti AG
134813710;UBS AG
134813716;Coca-Cola HBC Schweiz AG
134813730;Mammut Sports Group AG
134813737;Kistler Instrumente AG (inactive)
134813742;(Y-CH-MANOR) Manor AG B2C
134813746;W. Schneider + Co AG
134813990;Elektro-Material AG
135495745;Transa Backpacking AG
135495747;(Y-CH-SCOTT) SCOTT Sports SA
135495749;Sonova Holding AG / Phonak Communications AG
135495751;FREITAG lab. ag
135495753;Fischer Papier AG
135495756;Dobi-Inter AG
135495759;La Prairie
135495761;Medewo AG
135495764;Maxon Motor AG
135497745;Partners Northern Europe
135497747;Smilehouse - Professional Services
135497805;Metro Systems
135497807;Portalis
136512402;Grainger
136512408;Levi's
136512413;Tirebuyer
136512415;Li-Ning
136512423;Mine Safety Appliances Company - MSA
136512427;American Express Membership Rewards
136512433;Aramark
136512435;WESCO
136512437;Idex
136512443;Pampered Chef
136513663;Berner SE
136514468;Unieuro
136514577;Testo AG
136514611;Hansgrohe SE
136514614;Topdeq Service GmbH
137822695;Procter and Gamble
137823210;Clas Ohlson (Sebastian Mahr) 22.05.2012
137823294;Alfa Laval (Sebastian Mahr) 22.05.2012
137824129;Egger (Rainer Rickborn) 22.05.2012
137825367;Chapitre - 2012-05-14 - Workshop with LBN meeting notes
138412347;3M (Tomas Straka) 29.05.2012
138412366;Procter & Gamble (Tomas Straka) 29.05.2012
138412762;Conforama
139068764;GL - Performance issues
139068887;Italian Touch
139069602;Projects ROW
139069604;Kalahari NEW
139069670;Kalahari (Brendan Dobbs) 06.06.2012
139069766;Percassi Kiko (Brendan Dobbs) 06.06.2012
139069969;American Tire Distributors - ATD
139069972;Starbucks
139069992;Simpson Strong Tie
139070072;GL - Load Test - 2012-06-07
139789358;Papyrus
139790046;Crescent Electric
139791325;2012-6-12 - Rexel webshop performance issue
139792597;Nespresso (Krzysztof Molin) 14.06.2012
139793618;Tirebuyer (Greg Hergert) 15.06.2012
140315957;MediaMarkt China (Gary Bennett) 21.06.2012
140968647;Chapitre - 21-06-2012 - MoM Technical Workshop
140969351;Nespresso (Gavin Harth) 26.06.2012
140969370;AVG
140969388;AVG (Gavin Harth) 26.06.2012
140970615;Multi-Country Customisations
140973784;Percassi Group
140973793;Percassi - Madina
140980121;Groupe SEB
140980997;3m Print (Tobias Ouwejan) 13.07.2012
140981007;Leenbakker
140981042;Leenbakker (Tobias Ouwejan) 13.07.2012
140983222;Interflora
141787683;RC - Licenses
141788012;Red Bull GmbH - b2b
141788080;Carl Knauber Holding GmbH und Co. KG
141789092;Rexel - PIM Workshop - Brendan Dobbs
141790504;RC - Market Place load test report
141791298;Rexel Gap Analysis Germany Notes
141791499;Rexel Search Engine Comparison
141791826;Rexel Gap Analysis Germany - Data Loading Process
141795685;Ludendo - La Grande Récré
141795703;Ludendo - Licences
141795712;Interflora - Volumes, Licences
142541357;CTD - Licenses
142541366;CTD - Performance review
142541390;CTD - Release 1 Retrospective
142542089;CONFO - Licenses
143790503;Development Madina - open points
144576259;CGR - 2012-09-06 - Problèmes de performance
144580105;Chapitre - 2012-09-06 - PIM meeting notes
144580883;MS - 2012-05 - Performance optimizations
144580902;Monsoon
145196655;ItalianTouch PayPal Integration
145198502;Percassi - Licenses And MSA
145198714;Costco
145198717;Gymboree
145198720;BDI
146309186;Rexel PIM - Canada
146311854;PayPal sandbox
146313038;PaymentMode
146314153;Kalahari - Performance Testing
146314294;Ludendo - Meeting Architecture LinkByNet
146314645;CONFO - Team setup and load Estimations
146315467;OBI
146316418;SGM Performance Testing
146317140;Environment
146317645;Beaumanoir Group
146317652;Morgan B2B - Architecture Landscape
147195947;Performance tools
147196139;CONFO - 2012-10-09 - Promotion POC - Cumulative promotions
147196463;Architecture Review Notes
147196685;SGM System Architecture Review
147197063;Thread Dump
147197955;SGM Performance Issues
147199297;RC - Retrospective
148014031;CONFO - 2012-10-15 - Product caching POC - Technical Design - OLD
148017598;Interflora - Project Plan
148017666;Shopping Assistant
148018877;Italian Touch - Licenses
148020538;Tooltopia & ISN
148021815;Harry Rosen
148023421;Versandapotheke DocMorris
148023995;Latham
148024166;Cycle Gear
148024179;Gildan
148024449;Core Data Model
148024744;Ludendo - Design, Architecture Review 09-11-12
148024949;Services
148025079;WCMS Items
148025112;Preview Configuration
148025133;Facade
148025158;Sample Controller
148025170;Sample JSPs
148025374;Houghton
148025379;Thermo Fisher
148025383;Colgate
148025434;In The Swim
148025441;Intel
148025447;Thomson Reuters
148025470;Validation
148025514;hMC Customizations
148025638;Ludendo integration how to
148025641;Sample Impex
149160051;Purchasing Power
150246467;Ludendo - Payline Payment Service Provider
150246889;Ludendo - Payline Connector - Web Services Client
150247074;Ludendo - Payline Connector - Payment Commands
150247208;Ludendo - Payline Connector - Hosted Order Pages
150247230;Ludendo - Payline Connector - Payline Codes
150247279;Ludendo - Payline Connector - Configuration
150247299;Ludendo - Payline Connector - Payline APIs
150247306;Ludendo - Payline Connector - Remove Subscription
150247334;Ludendo - Payline Connector - Ludendo Payline PSP integration how to
150247370;Wurth2
150247638;Ludendo - Comparison Toys r us
150248714;Ludendo - Payline Connector - Implementation principles
150248718;Ludendo - Payline Connector - Payline Payment Service Provider TODO
150250456;Ludendo Implementation Review
150250458;Ludendo - Implementation Review - Data Model
150250704;Ludendo - Payline Connector - Security
150251011;CGR - 2012-11-13 - Optimisation de l'import du fichier FicCSVNum14
150931115;C Wonder
150931223;TUI Spain
152207801;Chanel Parfums & Beauté (Fragrance & Beauty)
152208649;Nasty Gal
152863726;GE
152865571;RXL PIM - Project Presentation
152865574;RXL PIM
152865576;RXL Webshop
152865583;RXL PIM - Multi-tenancy Strategy
152865603;RXL PIM - Tenant enhancements
152866921;Life Time Fitness
153586606;Ludendo - Implementation Review - Custom CMS Components
153587166;Ludendo - Implementation Review - ludendocore extension
153587239;Ludendo - Implementation Review - Ecotax
153587397;Ludendo - Implementation Review - ludendofacades extension
153587421;Ludendo - Implementation Review - Project setup
153587427;Ludendo - Implementation Review - Ludendo Implementation Review TODO
153588386;SEB - Reviews Document
153588592;SEB - Licences
154141030;Chanel - Software Factory
154142706;La Poste - Licences
154142764;Chapitre - 2012-12-04 - Atelier définition des environnements avec Keops
154143934;Interflora - NBS
154144874;RXL PIM - Questions 20121206
154145299;zooplus AG
154828803;Chanel - Licenses
154829116;CONFO - 2012-12-11 - Promotion POC - Loss Leading Threshold Check
154829518;CONFO - Promotions
155550453;CONFO - 2012-12-03 - Payment by HOP in CsCockpit
155550493;Tape à l'Oeil
155551488;RXL Webshop - UDP Cluster Broadcast
155552200;RXL Webshop - Configuration review
157353125;ysonar extension
157353524;Adler Modemärkte AG
157353619;Jenkins build job
157353866;hybris Linux service
157353882;Chapitre - 2012-12-19 - Continuous Integration Platform
157354496;Benefit Cosmetics
157354500;Deluxe
157355723;Gaylord Bros.
158007304;Dallas Cowboys
158008434;TAO - Licenses
158010182;CONFO - 2013-01-04 - Promotion POC - Payment mode promotion
158958305;RXL PIM - Questions 20130107
158962936;CONFO - 2013-01-11 - DTO Cache for converter POC
158963534;CONFO - 2013-01-11 - Promotion POC - Product Bundle Promotions
161186699;RXL Webshop - Personalization Technical Design
161743579;Iceland
161743789;Deli-ICT Jongeneel
161743864;Enterprise Inns
161743924;Goodyear
161745037;Technical Architecture Document - TAD
161747356;RXL PIM - Questions 20130121
163184757;Kalahari Sizing
163611269;Medic Animal
163611297;La Foir'Fouille
163611404;Foir'Fouille - Licences
163611616;RXL Webshop - Job Report
163612098;About Kalahari
164266306;Darty Review Workshop Notes
164266752;Doosan Infracore
164266829;Quality Bike Parts
164266920;Rodan and Fields
164267639;RXL PIM - Questions 20130204
165544675;RDC - Questions Redsen
166167195;Canadian Tire
166167199;Marriott Vacation Club
166167213;Meyers
166791041;Chapitre - 2013-02-11 - CR revue du data model POM
166794151;Superdrug plc
166794855;Bigdug
167580153;CONFO - 2013-04-03 - Performance test report
168165910;Kompass
168165917;KOMPASS - Proof of Concept
170066292;Kiko Performance Test
170066402;Test notes
171114993;KOMPASS - Use case
171114995;KOMPASS - Data
171114999;KOMPASS - SOW
171115002;KOMPASS - Réunion préparatoire
171835614;Papyrus Performance Review
171835678;Eurocopter - Work Package 2 - Pre-Sales Estimation
171835840;Morgan - Sprint Planning Support
171836077;Vente Privée - PCM Implementation Review
171836132;Vente Privée - PCM Implementation Review - Executive Summary
171836169;Vente Privée - PCM Implementation Review - System Architecture
171836215;Vente Privée - PCM Implementation Review - Performance review
171836220;Vente Privée - PCM Implementation Review - Code Analysis
171836814;Bauhaus
172458805;KOMPASS - Company import
172458807;KOMPASS - Tech design
172458808;KOMPASS - POC Project Info
172458817;KOMPASS - Imports
172458829;KOMPASS - Product import
172458880;KOMPASS - Classification import
172459640;CONFO - Fragment caching for navigation bar
172459888;Samsung - eStore - Hybris 5
173080777;Vente Privée - PCM Implementation Review - ErpIntegrationJob optimization
173506620;KOMPASS - Data model
174096809;KOMPASS - Price Calculation
174098161;PS Samsung Electronics Home
174098206;People
174098419;COOP Italia
174719006;Technical
174719008;Developer setup
174719010;Hosted environments
174719012;Requirements (Samsung Electronics)
174719014;Integrations - Samsung Electronics
174719016;Payment
174719018;Product data
174719020;Customers
174719022;Fulfilment - warehouse
174719024;Fulfilment - delivery
174719027;Loyalty Program
174719089;Database Setup (eStore)
174719451;CONFO - 2013-03-07 - Promotion POC - Product Fixed Discount
174719472;Ulla Popken
174720888;Source Code Setup (eStore)
174720965;Hornbach Baumarkt AG
174721142;CONFO - Annotation caching for DefaultCommerceCommonI18NService.getCurrencies()
174721922;KOMPASS POC Test Scenario
175440169;catalogManager_setAllowedPrincipals performance issue
175441743;RXL PIM - Performance issues 20130312
175442013;Order Management
175442021;Suggest Eclipse Plugin(eStore)
176587323;KOMPASS - Presentation agenda
176588452;Möbel Höffner - Krieger
176589097;Triumph
177897976;Technical Skills Matrix
177899291;RXL Webshop - Questions 20130318
177901768;RXL PIM - Implementation remarks 20130319
177902780;Development Code Standard and Best Practices
177903306;GL WebShop - Migration to hybris 4.8.4
177904532;Samsung SDS Development - Hybris Platform
177904537;SDS Technical Resources - Order, Promotion and Call Center
177904961;KOMPASS - Talend
177905226;SDS Technical Resources - Web Services
177906286;SDS Development Resrouces - Spring
178854219;Development Know-How
178854237;SDS Environment Setup - Dev
179602278;Pets Place
179602504;OUTIZ
179602520;OUTIZ - Licenses and Sizing
179603157;Ahold Delhaize Group
179605358;Rexel Performance Issues 26-3-2013
179605720;Network Setup (SDS Office)
179607552;CONFO - 2013-01-24 - Promotion POC - Product Bundle Percentage Promotions
179607683;CONFO - 2013-01-26 - Promotion POC - Discount Row
179607812;SDS Technical Resources - User(Customer), Member(Group) and Account
179608755;RXL PIM - Questions 20130402
179611660;Beaumanoir - Licenses
179612364;RXL Webshop - Memory Analysis
180586084;Codeline & Versioning Plan
180587785;RXL PIM - Implementation Review
180587805;RPIR - Executive Summary
180587978;RPIR - Data Model
180587995;RPIR - Extensions
180588001;RPIR - Workflow
180588003;RPIR - Code
181534972;Chapitre - 2013-03-25 - Continuous performance
181535744;RXL Webshop - Code improvements
181535873;RC - Separating PIM from Marketplace
181536463;Maplin
181539119;Gourmondo
181540157;Gildemeister AG
181540427;Airbus Helicopters (Eurocopter)
181541117;AS Watson support - 2015
184353482;aswatson - marionnaud
184353491;Marionnaud Italy
184354474;Searchandizing Solution
184354589;Auchan - Bird
184355390;Medion + Lenovo
186253942;aswatson - environment
186255503;Sanoma
186258459;Möbel Mahler 24
187272831;Grohe AG
187272894;Asics EMEA
187273673;Mobile Point
187274739;Travelopia (ex TUI Specialist Holiday Group)
187274924;CRH
187275107;RPIR - Project methodology
187275113;RPIR - Integration
187275194;Kalahari - Datamodel
187275211;Kalahari - Price Stock Supplier Datamodel
187275216;Kalahari - Data Flow
187794817;Moneysupermarket.com
187794851;Office
187795214;OUTIZ - 2013-05-27-28 - Workshops
188448788;AS Watson - Hong Kong
188448840;Solr Korean Analyzer
189857844;Darty Performance Testing
189857966;Max Mara BtoC project
189858030;Extension Ydataimport to validate catalog import requirements
189858190;Travis Perkins
189859603;DRT - Darty XML Data Import
189859612;DRT -  Product XML sample
189860444;DRT - Admin
189860446;DRT - Product
189860453;DRT - Services and offers
189860474;Darty - FAQ - Troubleshooting
189861020;DRT - DataModel
189862998;RPIR - Project setup and build
189863489;DRT - Admin Tests & Results
189863603;DRT - Local setup
189865785;7 Pixel
189866014;BAT
189866057;V&D
189866566;DRT - Admin - Profiling and Analysis
189867075;Chapitre - 2013-06-12 - Virtual category
189867427;Migros - Magazine zum Globus AG
190743539;GL - Integration with Mirakl
190743725;RPIR - Sonar Analysis
190744511;DRT - Service Layer Extensions
191365532;DRT - UI and BP Performance testing
191365805;Darty - Design review
191365822;Darty - Mass update tech design
191366262;OUTIZ - 2013-06-17 - Workshop
191370710;e2C - 2013-06-20 - CR atelier Mirakl versus hybris
191371535;TAO - 2013-06-23 - Caching implementation review
192512210;TMG group
192512612;Chapitre - 2013-06-24 - Calculate base store performance review
192512620;HUBERLAB. AG
192514308;Darty - Mass update backup
192515147;Eurocopter - Licenses
192516707;DRT - Product Profiling & Analysis
193233019;Kalahari Import Optimizations
193233357;Rexel PIM - Example of Cockpit custom editor
193235677;DRT - Products Tests & Results
193790169;Altarea - Rue Du Commerce
193790176;RDC - Licenses
193792224;Searchandizing & Steroids Live Edit Integration
194773317;Singtel Next Generation Portal
194773371;Maxis eStore
194774600;Virtual Attributes
194774826;Fritz Berger GmbH
194774941;Manifattura Valcismon Spa
194778291;Solr Chinese Analyzer
196018892;SGM - Performance Audit - 2013.07.11-12
196019173;Chapitre - 2013-07-15 - Solr indexing optim
196019178;Chapitre - 2013-06-28 -  Email Diego
196019201;Chapitre - 2013-06-28 - Action plan
196020806;Chapitre - 2013-07-16 - Mini audit KISS
196024448;Searchandizing - Current Status
196025122;Aushopping
196739948;Darty Performance Improvement Summary
196744430;Percassi - 2013.07.23-25
196745584;CONFO - 2013-07-25 - Performance optimisation report
196748501;MobilePoint - Orange - Project Retrospective
197558494;MobilePoint - Orange - Architecture Workshop
197559232;Max Mara - 2013.07.29-30
197559250;Chapitre - 2013-07-30 - LinkManager_setLinkedItems MarkItemsModified
197560760;CONFO - 2013-07-31 - Optimisations des imports et des exports
197563906;(Y-CH-DISTRELEC) Distrelec AG/Daetwyler
198410629;Douglas Parfümerie GmbH
199066921;DRT - Product Creation Performance
199069127;Österreichischer Apothekerverband
199070805;CONFO - 2013-08-10 - Go Live perf issues
199072652;ASOS China
199072654;Digitma
199072657;Bodyshop
199072659;Cache Cache
199072661;AS Watson China
199075139;CONFO - 2013-07-25 - Go Live Firefighting engagement
199078502;Virtual Attribute Improvements
199079957;Triumph Japan
199079959;Alphapurchase
199079961;Epson Sales Japan Corp.
199079963;ASICS
199079965;NTN
199079968;OSG
199080651;Delticom AG
199852240;DRT - UI slowness investigations
199852632;DRT - Code review of the back-office search
199853274;DRT - Back-office UI load test
199853977;Virtual Attribute Improvements - Notes
199853982;Sanoma Data model - notes
199854017;DRT - Deadlock with DrtBackofficeProductCreationServiceImpl.validateAndSave()
199855202;La Poste v2.0 - Architecture review
199855243;La Poste v2.0 - Architecture review - System Architecture
199856255;DRT - Product creation performance analysis
199856417;DRT - Back-office UI Performance report
199856585;DRT - Introduction
199857032;CONFO - Go-live post mortem report
199857074;Introduction
199857077;Why the go-live failed
199857083;Action plan to get Conforama site live
199857092;E-commerce application support team
199857094;Technical issues fixed by hybris
199857107;Appendix - Technical issue details
199857140;CONFO - 2013-08-25 - Why GFI didn't successfully deliver
199857143;CONFO - 2013-08-25 - Get Conforama site live (Oct./Nov. 2013 Release)
199857146;CONFO - Implementation of Varnish for dynamic catalog pages
199857192;La Poste v2.0 - Architecture review - Executive Summary
199857216;La Poste v2.0 - Architecture review - Catalog Structure & Product Model
199857221;La Poste v2.0 - Architecture review - Data Model
199857227;La Poste v2.0 - Architecture review - Checkout Process
199857233;La Poste v2.0 - Architecture review - Cockpits
199857241;La Poste v2.0 - Architecture review - Additional Remarks
199857369;Medion AG
200542406;Darty - Web Service Performance Testing
200542420;Darty - Web Services - Product PUT Analysis
200543641;CONFO - Order Management Audit
201262308;Data Model - Samsung Electronics
201262319;eStore - Search and Navigation (Draft)
201262605;Order Management Issues
201262620;Order Management Processes
201262684;Order Management Data Model Review
201262695;Order Management Systems
201262704;Order Management Code and Design Review
201262811;OUTIZ - 2013-09-02 - Workshop
201263098;CONFO - Misc Actions
201264133;CONFO - Varnish technical design
201268625;GL - Interventions - 20130905
201270577;CONFO - Monitoring - Description du besoin
201950322;CONFO - Compario Integration Review
201952599;Recommended Actions
201952779;SGM - Performance Test - 2013.09.09-12
201953565;Executive Summary
202705484;virtual product
202705490;catalog management - customize catalog sync
202706205;CONFO - Introduction
202706216;CONFO - Production issue analysis
202706222;CONFO - Code review
202706238;CONFO - Switch Compario - Solr
202706240;CONFO - Performance optimizations
202706511;ePlus
202709313;Catalog Design
202709446;CONFO - Cart Restoration Backport
203489828;Nespresso - Phenix - NesClub 3 (fracan)
203490225;Mobilepoint - 2013 - SOW2
203495323;Fressnapf Tiernahrungs GmbH
204308715;DIA%
205097139;SAFILO
205098132;RDC - PS engagement conditions
205686222;Yves Rocher
205686276;Groupe Rocher - Licenses
205686298;Rexel WebShop - Migration to a multi tenant system
205686557;Chanel - Architecture
206832193;Chapitre - 2013-10-08 - KISS performance test analysis
206832352;OUTIZ - 2013-10-09 - Dynamic Variants based on Classification
206833379;BBC
207389331;CONFO - Performance Tests Action Plan
207392203;bioMérieux
207392737;Celio
207394933;NC3 WS Approach - Feedback
207395864;Yves Rocher - Who is who ?
210338680;Laterooms
210339211;La Poste - Go live v2 summary
211190810;Chapitre - 2013-10-22 - Persistent cart
211190979;DefaultLocalizationService_getSupportedLocales cache
211191042;CONFO - DTO Cache refactoring
211944358;Engagement - 23rd October 2013
211944537;Yves Rocher - Sizing
211946012;Spandex
211946942;Subscription Gateway Installation Instructions
213092416;Yves Rocher - 2013-12-23 - Multi-brand websites approach - DRAFT
213092550;DIA Catalog and Pricing Design
213094251;CONFO - Architecture Review
213096042;DIA SSO
213096144;DIA Payment Connectors
213096784;CONFO - 2013-10-31 - Get Conforama site live (Feb. 2014 Release)
213096857;Workshop Olympus Print Project (Intergamma)
213099255;MaxMara Performance Assessment Report
213099980;Papyrus - design & code review (sept 2013)
213100009;re-take CMS Design
213100825;SSE
213101509;Celio - Workshop 20131105
213101765;DIA General Recommendations
213101863;my-xplace GmbH
213102154;SICK AG
213103369;Coop UK
213103410;Celio - Workshop 20131106
214303047;Galeria Kaufhof
214303396;DIA Solr Language Configuration
214307405;Engagement - 12th November 2013
214307673;DIA Variable Pricing
214309312;Nicolas
214311639;Inkclub AB
214311798;Philips Health-tech
214313723;Sanoma - hybris_questions_2013_11_13
214313726;Sanoma - hybris_questions_20131002
214315962;Celio - Workshop 20131112
214316208;Chapitre - 2013-09-07 - Analyse des problèmes de performances MUG
214316316;NC3 WS Approach - Feedback (Part 2)
215418996;EE (Everything Everywhere)
215419165;Reckitt Benckiser
215419273;Burberry
215420214;Chanel - Performance test
215420247;Chanel - Preparation day
215420480;Architectural Workshop Day 1
215421191;CONFORAMA – Order Management Refactorings Step 2
216203791;Architectural Workshop Day 2
216203812;SEB - Reviews Executive Summary
216203819;SEB - Design Review
216203823;SEB - Code Review
216204429;SEB - System Architecture
216204431;SEB - Catalog Structure & Product Model Review
216204445;SEB - Data Model Review
216204543;SEB - Application Profiling
217056573;Meeting Notes with HHS Business regarding customer management
217776385;Celio - Workshop 20131121
217776509;SEB - Web Page Profiling Analysis
218497168;SEB - Development Environment Review
218497171;SEB - General Development Review
218497174;SEB - Hybris Development Review
218498058;Home Page - response time slow
220037127;CQ5 vs OCC Communication - Anonymously Filled Cart
220037324;Hoffmann-Group
220041232;DIA CS Cockpit Customization (Picking application)
220042024;Chapitre - Production architecture
220043089;Yves Rocher - 2013-12-02 - Advanced Personalization activities
220043930;Product Workshop
220043933;Integration Workshop
220043937;Pricing & Promotions Workshop
220043940;Search Workshop
220044674;Weighted Product Implementation Sample
220044808;Inkclub - performance issues
220045092;Inventory and Order Management Workshop
220045159;Average Weight Implementation Sample
220045978;Engagement - 19th November 2013
220046285;Reporting / Analytics Workshop
220047775;Catalog Synchronisation Performance Assessment
220048218;Migration Workshop
220048319;DIA Solr Accuracy
220048678;Re-design Inkclub product category structure
220048816;Sales Payments & Returns Workshop
220049031;Chanel - Performance test - Target URLs
220049440;DIA Solr Relevancy
220049647;DIA Solr
220049707;Chanel - Architecture review
220049954;Chanel - Performance goals
220050247;CONFO - Understanding  "Mise à dispo" - DRAFT
221021474;Chanel - Task list
221021648;Sample import/export configuration
221022673;Celio - Filter Customer Title by Language
221024040;Phone4U
221024110;Performance Testing CS Cockpit
221024306;Eurocopter - Who is who ?
221024870;Maxeda
221024987;Pon Tyre
221025187;Fjeldheim & Partners AS
221025204;Wittusen & Jensen
221025215;Løvenskiold Handel AS
221025352;Content Creation Workshop
221025354;Customer Services Workshop
221025363;Order Management Workshop
221025370;UX Designs Workshop
221025459;Art Of The Trench (AOTT)
221025597;Inkclub, adhoc consultancy, December 11 2013
221026455;Cache cache - Retrospective
221026605;Workshops
221027074;Telefonica
221027107;Yves Rocher - 2013-12-12 - Possible Catalogs Approach
221027832;Chanel - Tax Calculation for Shipping
221028100;CMS Questions
221032349;Osudio (Kruidvat) 16 December 2013
221032745;Virtual Attributes - boolean support
221034738;Yves Rocher - 2013-12-18 - Stratégie / Architecture - WS50
221035523;Chanel - hybris configuration review
221035684;YR Easy - Web Master WCMS uses cases
221035705;YR Easy - Defining and reusing WCMS Components
221036101;Chanel - Load test setup
221037249;WCMS Page and Component Overview
221037263;MaxMara Migration and Memcached installation
221037268;ANNEX A. 5.0.4 Migration
221038123;ANNEX B. DTOs - impacting changes
221038197;ANNEX B1. Diff results for CustomerData
221038198;OUTIZ - Development Environment Review
221038203;ANNEX B3. Diff results for ProductData
221038206;Pecomark
221038213;ANNEX B2. Diff results for PriceData
221038285;OUTIZ - Hybris Development Review
221038350;OUTIZ - 2014-01-02 - Code Review
221038620;Celio - Workshop 20131223
221038936;MIRAKL
221039180;OUTIZ - General Development Review
221039321;Chow Sang Sang Estore
221040121;Deutsche Telekom
221040302;OUTIZ - Data Model Review
221040751;Vicini Spa
221040757;Emmelibri IBS
221040766;Gucci Spa
221041278;OUTIZ - Executive Summary
221041283;Interflora - Architecture Review Documents
221041992;Promotion Engine Enhancement
221042349;Eurocopter - Key technical and business requirements
221042494;Interflora - Executive Summary
221042503;Interflora - Architecture Review
221042509;Interflora - Configuration Review
221043140;CELIO - Navigation by Universe PoC
221043897;Rexel - Audit & Monitoring
221043904;Rexel - Executive Summary
221043910;Rexel - Monitoring
221043914;Rexel - Audit
222627901;CONFO - 2014-01-09 Merge Refactoring Confo
222628142;Chanel - Findings
222628233;AS Watson Taiwan
222628936;Project Spring Break, Q1 2014
222629119;CONFO - Migration Support
222629498;Chanel - Performance review report
222629501;Chanel - Executive summary
222629506;Chanel - Further recommendations
222629625;Chanel - Final load test report
222629627;Chanel - Load testing
222629629;Chanel - Monitoring review
222631339;Interflora - Performance Review
222632657;Chanel - Soak test report
222633316;Interflora - Performance Executive Summary
222633353;Interflora - hybris configuration review
222633483;Biomerieux Code Reviews
222633485;Biomerieux - Code Review - Sprint 1
222633540;Aushopping - CR du 15/01/2014
222633666;Biomerieux - Project Setup
222633724;Chanel - Baseline load test report
222633786;Biomerieux - Static Code Analysis
222633977;Biomerieux - Manual Code Review
222634296;Project Asia: Chow Sang Sang
222634299;CSS Data model
222634306;New CSS model in hybris
222634478;Model attributes in existing systems
223478527;Multi Brand POC
223478534;OUTIZ - 2014-01-30 - Architecture Review
223478601;Workshop
223478624;Workshop 2
223479696;Outiz - Architecture Review - Draft 0.1
223479698;Outiz - Architecture Review - Notes
223479704;Outiz - Architecture Review d01 - 1- Executive Summary
223479706;Outiz - Architecture Review d01 - 2 - System Infrastructure
